SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4210.40,4285.00,4210.40,4276.25,4267.05,4210.15,2688,28095,119482664.00,
500003,AEGIS LOGIS ,A ,Q,291.55,296.40,291.55,293.85,293.40,294.10,621,22472,6627792.00,
500008,ARE&M       ,A ,Q,632.05,640.80,632.00,635.85,638.00,631.45,908,12704,8095481.00,
500009,A.SARABHAI  ,XT,Q,37.98,37.98,37.37,37.98,37.98,37.24,133,78587,2963146.00,
500012,ANDHRA PETRO,X ,Q,87.45,91.30,84.01,84.87,84.87,87.41,2505,922013,81296603.00,
500014,UTIQUE      ,X ,Q,6.20,6.20,6.05,6.05,6.05,6.08,111,24991,152681.00,
500016,ARUNAHTEL   ,X ,Q,14.99,15.40,14.50,14.91,14.51,14.95,79,22086,329565.00,
500020,BOM DYEING  ,A ,Q,160.05,162.35,145.30,157.60,157.60,160.15,3633,876311,135950458.00,
500023,ASIANHOTNR  ,B ,Q,223.50,223.50,223.50,223.50,223.50,212.90,27,7169,1602271.00,
500027,ATUL LTD.   ,A ,Q,6570.55,6612.10,6510.30,6596.75,6597.90,6516.55,365,1419,9315990.00,
500028,ATV PROJECTS,XT,Q,12.50,12.50,12.45,12.50,12.50,12.26,50,31148,389050.00,
500031,BAJAJ ELECT.,A ,Q,1018.85,1025.90,1013.10,1022.35,1013.10,1018.95,675,4069,4153895.00,
500032,BAJAJHIND   ,A ,Q,34.50,35.80,33.45,33.99,33.99,34.23,5322,3122092,108158818.00,
500033,FORCE MOTR  ,B ,Q,3880.10,3894.00,3744.80,3810.75,3810.75,3840.05,1899,25972,99000296.00,
500034,BAJFINANCE  ,A ,Q,7549.95,7549.95,7410.00,7458.80,7458.80,7498.75,4175,20903,155802765.00,
500038,BALRAM.CHINI,A ,Q,440.75,440.75,427.05,429.85,431.80,432.10,2160,91156,39438775.00,
500039,BANCO PROD. ,B ,Q,491.55,523.20,489.15,519.90,519.90,484.35,3789,61169,30953403.00,
500040,CENTURY TEXT,A ,Q,1136.00,1172.70,1136.00,1161.25,1158.05,1135.95,791,8688,10045074.00,
500041,BANNARI AMAN,B ,Q,2601.90,2610.00,2560.00,2568.85,2606.90,2601.95,52,125,321514.00,
500042,BASF INDIA  ,A ,Q,2630.05,2674.95,2624.20,2659.90,2656.30,2640.30,254,1180,3139216.00,
500043,BATA INDIA  ,A ,Q,1540.05,1558.95,1536.25,1556.60,1554.00,1539.00,1638,13910,21549872.00,
500048,BEML LTD    ,A ,Q,2126.55,2197.85,2119.60,2137.35,2137.35,2125.05,1827,14639,31670889.00,
500049,BHARAT ELECT,A ,Q,137.55,141.10,137.55,140.30,140.30,137.95,4248,314726,44107516.00,
500052,BHANSALI ENG,B ,Q,89.01,89.53,88.01,88.38,88.38,88.64,1672,37964,3366835.00,
500058,BIHAR SPONGE,XT,Q,9.70,9.70,9.30,9.66,9.68,9.31,131,25529,244748.00,
