SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500171,GHCL LTD    ,A ,Q,570.05,572.35,565.90,567.60,567.60,569.80,511,5847,3329637.00,
500173,GFLLIMITED  ,B ,Q,104.95,104.95,98.14,99.57,99.29,99.43,322,7721,770123.00,
500174,GUJ.LEASE   ,B ,Q,3.71,3.90,3.70,3.90,3.90,3.89,6,2209,8233.00,
500179,HCL INFOSYS ,T ,Q,16.70,16.70,15.90,16.05,16.07,16.11,319,70462,1140093.00,
500180,HDFC BANK   ,A ,Q,1488.00,1491.45,1481.00,1483.55,1483.55,1476.85,34694,1061846,1579201464.00,
500182,HEROMOTOCO  ,A ,Q,3085.00,3110.00,3073.30,3090.80,3088.05,3049.60,1262,14127,43714493.00,
500183,HFCL        ,A ,Q,65.40,67.85,65.13,65.99,65.99,64.84,2470,410407,27379891.00,
500184,HSCL        ,A ,Q,242.05,247.45,242.05,243.80,243.80,241.90,776,20738,5074666.00,
500185,HIND.CONSTN.,A ,Q,26.96,28.04,26.77,27.77,27.65,26.66,4793,4094155,112651726.00,
500186,HIND.OIL EXP,A ,Q,166.00,169.00,166.00,167.25,167.25,165.15,1520,90972,15242602.00,
500187,AGI         ,A ,Q,927.95,970.00,922.90,960.65,961.70,895.70,1792,23058,21913623.00,
500188,HINDUS.ZI   ,A ,Q,296.10,299.50,295.00,299.00,299.50,294.25,718,20570,6136315.00,
500189,NDLVENTURE  ,T ,Q,143.00,143.00,137.20,143.00,143.00,143.75,10,96,13595.00,
500191,HMT LTD.    ,Z ,Q,52.29,52.29,52.29,52.29,52.29,53.35,31,3397,177629.00,
500192,PRAG BOSIMI ,X ,Q,2.48,2.63,2.44,2.59,2.60,2.53,45,14899,37901.00,
500193,HLVLTD      ,B ,Q,21.34,23.08,21.10,23.08,23.08,20.99,1308,498335,11355618.00,
500199,I.G.PETRO   ,B ,Q,496.45,496.45,450.00,465.10,455.45,485.35,396,2161,1022682.00,
500201,IND.GLYCOLS ,A ,Q,698.25,714.00,692.05,710.90,709.00,695.55,1792,13899,9821638.00,
500202,IND.LEAS.DEV,XT,Q,7.48,7.48,7.48,7.48,7.48,7.87,3,1001,7487.00,
500206,MARGO FIN   ,XT,Q,37.49,39.95,37.49,39.30,39.20,38.05,72,8939,346040.00,
500207,INDO RAMA   ,B ,Q,55.00,56.70,55.00,55.10,55.10,55.51,57,4975,278181.00,
500209,INFOSYS LTD ,A ,Q,1375.10,1392.00,1375.10,1389.10,1389.10,1370.45,31022,691558,959573091.00,
500210,INGERSOLL   ,A ,Q,2801.60,2823.75,2790.00,2790.55,2790.55,2796.60,132,259,725730.00,
500213,INTER.TRAVEL,X ,Q,394.85,394.85,388.10,389.10,388.60,387.80,141,4617,1803702.00,
500214,ION EXCHANGE,A ,Q,535.60,540.10,522.30,527.75,529.00,530.00,1745,20804,11013791.00,
500215,AGRO TECH FO,B ,Q,835.95,835.95,809.90,811.05,811.05,836.05,116,232,191193.00,
500219,JAIN IRRIG  ,A ,Q,57.78,59.10,57.36,58.78,58.78,57.28,1859,499376,29156253.00,
500223,JCT LTD     ,XT,Q,2.64,2.64,2.55,2.59,2.59,2.55,473,370915,958835.00,
500227,JINDAL POLYF,A ,Q,630.65,635.20,625.05,633.85,635.20,623.60,342,2354,1482504.00,
500228,JSWSL       ,A ,Q,734.05,748.05,734.05,746.30,746.30,733.50,6065,144889,107940527.00,
500231,UMANG DAIR  ,B ,Q,71.07,71.07,69.35,70.80,70.80,70.55,40,3521,245388.00,
500233,KAJARIA CER.,A ,Q,1275.85,1275.85,1252.10,1255.45,1255.80,1263.95,250,2124,2673586.00,
500234,KAKATIYA CEM,B ,Q,223.10,223.15,215.10,217.00,217.00,222.20,153,1511,328203.00,
500235,KALYANI STEL,B ,Q,459.45,463.75,453.20,458.10,457.25,450.40,233,3772,1737518.00,
500236,KANELIND    ,XT,Q,1.50,1.51,1.50,1.50,1.50,1.50,16,2738,4108.00,
500238,WHIRLPOOL   ,A ,Q,1614.10,1630.15,1556.00,1613.35,1608.60,1596.95,683,3174,5068490.00,
500239,KG DENIM    ,X ,Q,30.45,30.45,28.23,29.85,29.85,29.31,38,8245,244032.00,
500240,KINETIC ENG.,X ,Q,139.50,139.50,134.00,136.00,136.00,136.25,217,25050,3434019.00,
500241,KIRL.BROS.  ,B ,Q,918.00,924.55,883.10,917.45,917.45,900.00,376,2593,2324226.00,
500243,KIRL INDUS  ,B ,Q,3095.95,3095.95,3072.10,3072.10,3072.10,3036.90,27,32,99022.00,
500245,KIRL.FERROUS,A ,Q,433.00,468.00,433.00,460.55,460.55,475.90,8370,348811,157459003.00,
500246,ENVAIN ELECT,XT,Q,243.80,248.55,243.80,248.00,248.00,243.80,12,694,171521.00,
500247,KOTAK MAH.BK,A ,Q,1742.30,1744.95,1730.00,1733.65,1732.00,1737.00,10555,121395,210827974.00,
500249,KSB         ,A ,Q,2975.10,3071.05,2907.15,3011.00,3001.30,3044.15,785,2946,8892192.00,
500250,L.G.BALKRISH,A ,Q,1066.20,1087.55,1057.50,1068.00,1064.75,1073.80,233,1225,1310206.00,
500251,TRENT LTD.  ,A ,Q,2199.00,2199.00,2180.15,2195.20,2191.00,2190.70,1396,15242,33389034.00,
500252,LAXMIMACH   ,A ,Q,13123.40,13200.20,12916.45,13033.00,13041.65,12986.30,177,299,3905374.00,
500253,LIC HOUS.FIN,A ,Q,454.95,469.80,449.30,462.05,462.05,448.30,6307,945105,435480348.00,
500257,LUPIN LTD.  ,A ,Q,1173.75,1201.40,1173.75,1185.50,1185.50,1169.35,2965,52602,62745667.00,
500259,LYKA LABS   ,B ,Q,109.70,113.90,108.25,108.45,108.45,109.70,389,13541,1476894.00,
500260,RAMCOCEM    ,A ,Q,999.00,999.00,981.50,987.15,983.45,992.50,499,4335,4291786.00,
500262,HYBRIDFIN   ,T ,Q,7.55,8.00,7.55,8.00,8.00,7.88,8,2239,17681.00,
500264,MAFATLAL IND,X ,Q,157.30,161.75,151.50,153.55,153.55,159.35,493,68535,10744098.00,
500265,MAH.SEAMLESS,A ,Q,730.80,744.95,723.15,736.10,736.10,726.75,1070,23537,17242346.00,
500266,MAH.SCOOTER ,A ,Q,7757.95,7847.15,7653.20,7699.85,7699.85,7751.75,141,285,2219782.00,
500267,MAJESTIC AUT,X ,Q,182.90,182.90,177.30,177.30,177.30,180.95,23,717,127423.00,
500268,MANALI PETRO,B ,Q,67.11,71.17,67.11,69.53,69.00,67.76,1149,92469,6508891.00,
500270,BARODA RAYON,X ,Q,198.25,204.85,198.00,201.40,201.40,197.85,235,4621,932689.00,
500271,MFSL        ,A ,Q,886.90,894.50,868.05,889.65,887.35,878.70,1505,162129,141691350.00,
500277,MID INDIA IN,XT,Q,7.64,8.13,7.64,8.00,8.00,8.04,12,472,3759.00,
500279,MIRC ELECT  ,T ,Q,16.57,17.23,16.57,17.23,17.23,16.90,58,75989,1286274.00,
500280,CENTURY ENKA,B ,Q,423.00,426.10,416.00,419.85,419.85,426.95,339,4246,1787469.00,
500284,LORDS CHLORO,B ,Q,154.00,157.00,145.00,155.20,155.20,153.95,158,1677,258449.00,
500285,SPICEJET LTD,B ,Q,38.44,39.45,37.91,38.64,38.64,37.81,7149,2599965,100671145.00,
500288,MOREPEN LAB.,A ,Q,36.15,36.55,35.60,36.18,36.18,35.44,1871,543078,19603783.00,
500290,MRF LTD.    ,A ,Q,110415.00,111700.00,107366.25,107726.05,107916.15,110512.40,946,1174,128042295.00,
500292,HEIDEL CEM  ,A ,Q,186.05,189.55,185.75,188.40,188.40,186.45,600,283083,53075939.00,
500294,NCC         ,A ,Q,148.00,149.80,147.50,148.95,149.05,146.50,1717,131661,19598317.00,
500295,VEDL        ,A ,Q,230.75,235.60,230.75,232.85,232.85,229.05,5872,410709,95963161.00,
500296,NAHAR SPG.  ,B ,Q,276.65,277.95,268.80,271.35,271.35,277.00,245,1584,432665.00,
500298,NAT.PEROXIDE,X ,Q,1028.00,1028.00,1010.00,1016.05,1016.05,1023.65,246,5213,5299043.00,
500300,GRASIM IND. ,A ,Q,1899.15,1914.15,1891.05,1895.35,1895.35,1897.25,424,3187,6067173.00,
500302,PEL         ,A ,Q,983.00,994.00,980.80,985.15,985.15,977.85,697,11340,11196479.00,
500304,NIIT LTD.   ,A ,Q,121.60,121.60,117.20,118.15,118.15,119.20,2290,108232,12922289.00,
500306,JAYKAY      ,X ,Q,82.79,82.87,80.10,81.71,81.71,81.68,188,28798,2354304.00,
500307,NIRLON      ,B ,Q,410.55,415.00,410.50,413.15,413.15,413.30,73,2256,932396.00,
500312,ONGC CORPN  ,A ,Q,186.45,190.50,185.80,189.95,189.95,186.30,6998,464066,87710172.00,
500313,OIL COUNTRY ,T ,Q,19.25,19.25,19.01,19.01,19.01,19.36,20,9439,180407.00,
500314,ORIENT HOTEL,B ,Q,98.62,99.40,97.90,98.44,98.44,98.60,501,37020,3649877.00,
500317,OSWAL AGRO. ,B ,Q,33.90,34.22,33.70,33.79,33.79,33.22,92,3425,115852.00,
500319,INDIAN SUCRO,XT,Q,87.00,87.00,82.00,83.79,83.99,85.26,47,3667,305649.00,
500322,PANYAM CEMEN,XT,Q,36.16,36.16,36.16,36.16,36.16,34.44,4,28,1012.00,
500325,RELIANCE    ,A ,Q,2328.65,2335.00,2314.90,2319.05,2319.05,2319.85,24570,813331,1891212161.00,
500327,PILITA      ,B ,Q,10.39,10.47,9.85,9.99,9.99,10.15,223,57904,586260.00,
500330,RAYMOND     ,A ,Q,1831.45,1904.75,1817.20,1870.20,1870.20,1814.65,4848,54645,101808951.00,
500331,PIDILITE    ,A ,Q,2450.40,2458.40,2414.40,2453.25,2453.25,2427.45,983,6114,14900817.00,
500333,PIX TRANS   ,B ,Q,1167.85,1167.85,1070.00,1089.60,1089.60,1162.80,792,4549,5050112.00,
500335,BIRLA CORPN.,A ,Q,1275.95,1303.00,1275.95,1294.35,1291.05,1277.10,550,8204,10568618.00,
500336,SURYA ROSHNI,A ,Q,527.60,543.35,527.60,532.45,532.45,546.90,1747,31068,16631373.00,
500337,PRIME SECUR.,B ,Q,174.20,174.20,146.00,149.60,151.55,147.50,219,155034,22822205.00,
500338,PRSMJOHNSN  ,A ,Q,140.95,147.60,138.30,145.30,145.30,140.60,4660,346176,50099054.00,
500339,RAIN        ,A ,Q,152.25,156.00,152.25,155.15,155.50,153.30,1903,39366,6107583.00,
500343,AMJLAND     ,B ,Q,31.36,31.38,31.36,31.38,31.38,30.85,2,11,345.00,
500346,PUN.COMMUNI.,T ,Q,38.95,39.89,38.00,39.86,39.86,39.94,16,736,29038.00,
500350,RSWM  LTD   ,B ,Q,181.50,181.55,177.00,179.30,180.65,179.75,289,4745,853331.00,
500354,RAJSH.SUGAR ,T ,Q,49.46,50.91,47.25,50.03,50.90,48.49,121,24842,1228192.00,
500355,RALLIS INDIA,A ,Q,219.30,224.90,219.05,221.05,220.00,218.50,636,18468,4113914.00,
500356,RAMANEWS    ,B ,Q,14.14,14.39,14.00,14.00,14.00,14.04,135,26944,380900.00,
500357,RAMA PAPER  ,XT,Q,23.10,23.10,21.94,22.02,22.00,23.08,24,3501,78164.00,
500358,RAMA PETRO  ,X ,Q,5.25,5.26,5.25,5.26,5.26,5.01,10,600,3155.00,
500360,RAPICUT CARB,XT,Q,85.45,85.47,81.00,83.45,83.45,83.79,35,1837,153277.00,
500365,WELSPLSOL   ,T ,Q,40.11,41.89,40.11,40.96,41.00,40.57,271,174166,7172040.00,
500367,RUBFILA INT.,X ,Q,80.34,80.34,77.00,78.44,78.44,78.86,356,65036,5070622.00,
500368,PATANJALI   ,B ,Q,1365.55,1392.00,1362.00,1375.05,1375.05,1363.45,1170,16637,22881331.00,
500370,SALORA INT. ,XT,Q,53.00,54.98,52.10,52.15,52.15,52.50,15,1292,69426.00,
500378,JINDAL SAW  ,A ,Q,453.75,467.30,442.10,461.25,458.00,441.40,2827,77163,35237389.00,
500380,JK LAKSHMI  ,A ,Q,713.10,775.00,700.70,747.45,747.45,674.30,9699,253191,183090324.00,
500387,SHREE CEMENT,A ,Q,25891.05,26131.50,25857.90,25944.20,25930.00,25876.00,232,328,8524667.00,
500388,SHREE KRISHN,XT,Q,28.25,28.25,26.78,27.00,27.00,26.91,7,2102,56803.00,
500390,REL INFRA   ,T ,Q,176.45,181.90,173.50,179.70,179.70,176.45,642,93885,16759284.00,
500400,TATA POWER  ,A ,Q,246.45,246.45,244.00,244.50,244.50,244.80,11151,595852,145946185.00,
500402,SPMLINFRA   ,T ,Q,55.00,55.00,54.01,54.01,54.01,54.01,12,4071,220963.00,
500403,SUNDARAM FAS,A ,Q,1288.65,1300.50,1269.00,1288.40,1270.95,1282.65,330,1823,2346443.00,
500404,SUNFLAG IRON,B ,Q,175.75,178.70,173.05,175.05,175.50,173.85,844,23489,4129409.00,
500405,SUPREME PET ,A ,Q,562.75,579.00,560.00,569.15,569.15,569.75,232,1411,805652.00,
500407,SWARAJ ENGIN,B ,Q,2073.95,2073.95,2010.95,2019.40,2031.30,2047.30,148,1135,2318754.00,
500408,TATA ELXSI  ,A ,Q,7527.65,7638.00,7525.90,7615.20,7600.00,7488.85,619,2608,19821616.00,
500410,ACC LTD     ,A ,Q,1870.70,1890.35,1858.00,1859.80,1860.95,1862.95,590,7059,13198432.00,
500411,THERMAX     ,A ,Q,2891.35,2975.80,2883.85,2948.15,2948.15,2913.95,428,1033,3033759.00,
500412,THIRUMALAI  ,A ,Q,198.25,199.45,196.00,196.35,196.35,196.95,639,23657,4660437.00,
500413,THOMAS COOK ,T ,Q,145.40,146.00,136.55,145.05,145.50,142.00,634,59662,8548116.00,
500414,TIMEX GROUP ,B ,Q,190.00,194.95,187.25,192.05,192.05,189.65,523,66300,12648390.00,
500418,TOKYO PLAST ,B ,Q,102.90,107.15,102.90,105.00,105.00,102.05,124,5065,532619.00,
500420,TORRENT PHAR,A ,Q,1942.70,1967.90,1929.80,1959.95,1955.35,1926.65,754,4328,8449548.00,
500422,TRANSCHEM   ,X ,Q,24.05,27.85,24.05,25.80,25.35,24.29,172,31413,814192.00,
500425,AMBUJA CEME ,A ,Q,421.55,423.00,417.30,420.85,420.85,419.30,1170,50722,21304753.00,
500426,UTLINDS     ,XT,Q,2.08,2.08,1.98,2.06,2.06,2.00,88,39431,79362.00,
500429,UNIPHOS ENT.,B ,Q,154.60,154.65,152.00,153.00,153.00,152.10,34,903,138000.00,
500439,VARD HOLDNG ,B ,Q,2835.00,2842.90,2736.00,2754.80,2754.80,2821.00,37,44,123935.00,
500440,HINDALCO    ,A ,Q,479.45,481.50,474.00,474.55,474.25,474.35,7128,490954,234429410.00,
500444,WEST COAS PA,A ,Q,734.50,737.00,719.25,722.70,722.70,728.95,677,7273,5310290.00,
500449,HIND.ORG.CHM,B ,Q,33.39,34.00,32.51,33.79,33.79,32.95,254,61866,2072880.00,
500450,MPIL CORP L ,XT,Q,1088.50,1088.50,1088.50,1088.50,1088.50,1110.70,1,21,22858.00,
500456,PAS.ACRYLON ,B ,Q,36.40,38.55,36.40,38.47,38.55,37.14,82,8594,323854.00,
500458,KORE        ,XT,Q,7.08,7.08,6.48,6.65,6.65,6.78,22,2174,14395.00,
500459,PROCTER &GAM,A ,Q,17863.65,17925.55,17349.25,17544.55,17544.55,17712.50,227,466,8258136.00,
500460,MUKAND LTD. ,B ,Q,166.75,166.75,160.25,164.90,163.35,163.45,586,14166,2313340.00,
500463,BBOX        ,B ,Q,254.30,256.30,245.60,252.40,250.95,252.75,1255,25281,6365465.00,
500464,UCAL        ,T ,Q,134.90,134.90,134.10,134.85,134.85,130.60,13,691,92757.00,
500467,HARR.MALAYAL,B ,Q,146.05,146.05,144.20,144.55,144.20,145.60,12,223,32459.00,
500469,FEDERAL BANK,A ,Q,143.00,144.00,142.05,143.55,143.55,141.50,5527,964934,138451734.00,
500470,TATA STEEL  ,A ,Q,118.30,118.60,117.05,117.30,117.30,118.15,30898,3973112,468032801.00,
500472,SKF INDIA   ,A ,Q,4821.05,4896.65,4815.00,4835.05,4823.00,4795.45,174,607,2938650.00,
500477,ASHOK LEYL. ,A ,Q,170.15,171.10,168.00,168.30,168.30,168.50,5393,432741,73113452.00,
500480,CUMMINS (I) ,A ,Q,1716.00,1717.95,1695.70,1712.95,1708.00,1704.90,436,3070,5238188.00,
500483,TATA COMM   ,A ,Q,1716.80,1723.00,1695.50,1704.95,1704.00,1714.55,3832,60452,103134757.00,
500488,ABBOTT (I)  ,A ,Q,22650.00,22841.55,22331.50,22772.95,22755.05,22386.65,247,406,9184006.00,
500490,BAJ HOLD INV,A ,Q,6867.00,6980.00,6848.55,6920.15,6915.25,6850.25,404,1871,12943257.00,
500493,BHARAT FORGE,A ,Q,1033.55,1043.35,1027.55,1030.60,1030.60,1032.25,1055,15579,16117987.00,
500495,ESCORTS     ,A ,Q,3055.05,3099.70,3015.55,3076.85,3076.85,3053.00,1146,8185,25011898.00,
500500,HIND.MOTORS ,B ,Q,15.60,15.94,15.60,15.81,15.89,15.77,299,56903,902866.00,
500510,LARSEN & TOU,A ,Q,2931.10,2949.00,2903.75,2908.15,2908.15,2918.35,15255,151468,441750722.00,
500520,MAH & MAH   ,A ,Q,1481.55,1489.15,1460.35,1468.55,1468.55,1470.45,11526,151601,222918878.00,
500530,BOSCH LTD   ,A ,Q,19554.95,19611.95,19454.00,19525.00,19549.95,19451.30,186,279,5447770.00,
500547,BHARAT PET. ,A ,Q,361.50,363.65,360.15,361.40,361.40,360.45,1099,35907,13008541.00,
500550,SIEMENS LTD.,A ,Q,3398.50,3398.50,3355.00,3364.15,3364.15,3373.95,1101,5865,19756148.00,
500570,TATA MOTORS ,A ,Q,661.00,665.45,646.00,647.80,647.80,636.80,33263,2265004,1475746257.00,
500575,VOLTAS LTD  ,A ,Q,834.75,840.00,832.00,835.15,835.45,834.25,1311,13888,11612368.00,
500620,GREAT EASTE ,A ,Q,793.25,795.55,787.00,789.65,789.55,789.20,341,3883,3069120.00,
500645,DEEPAK FERT.,A ,Q,594.35,609.95,584.90,602.45,602.45,595.05,5068,129979,77976779.00,
500650,EXCEL INDUST,B ,Q,856.05,870.00,846.55,864.85,870.00,856.10,145,501,431327.00,
