SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4265.05,4271.55,4224.70,4259.75,4259.75,4261.50,971,4319,18365688.00,
500003,AEGIS LOGIS ,A ,Q,330.50,346.50,330.50,345.35,345.35,326.50,2388,96429,33003129.00,
500008,ARE&M       ,A ,Q,668.05,684.50,663.05,678.55,678.55,667.00,11556,204380,138332506.00,
500009,A.SARABHAI  ,XT,Q,44.26,45.06,44.26,44.50,44.50,45.16,179,155812,6922874.00,
500012,ANDHRA PETRO,X ,Q,79.89,80.58,79.00,79.67,79.87,79.62,310,51727,4121871.00,
500014,UTIQUE      ,X ,Q,6.74,6.90,6.47,6.51,6.56,6.54,139,31948,209007.00,
500016,ARUNAHTEL   ,X ,Q,15.95,15.99,15.20,15.83,15.60,15.37,98,27605,435327.00,
500020,BOM DYEING  ,A ,Q,163.05,165.85,161.00,164.60,164.60,164.50,2867,216469,35269408.00,
500023,ASIANHOTNR  ,T ,Q,204.00,214.85,204.00,213.60,214.85,207.55,23,1190,252237.00,
500027,ATUL LTD.   ,A ,Q,6646.40,6650.00,6504.30,6525.70,6536.00,6614.05,159,497,3265223.00,
500028,ATV PROJECTS,XT,Q,16.00,16.05,15.86,15.86,15.86,16.15,42,22099,354169.00,
500031,BAJAJ ELECT.,A ,Q,1007.75,1007.75,990.40,991.95,995.35,1001.80,368,2033,2026229.00,
500032,BAJAJHIND   ,A ,Q,33.03,33.20,32.34,32.42,32.42,33.02,5061,1633308,53168379.00,
500033,FORCE MOTR  ,B ,Q,4024.00,4080.00,4000.00,4015.60,4015.60,4014.70,3767,19603,78975751.00,
500034,BAJFINANCE  ,A ,Q,7100.00,7110.00,7012.85,7021.85,7021.85,7072.25,5265,28103,198054678.00,
500038,BALRAM.CHINI,A ,Q,471.95,471.95,455.45,460.15,459.55,469.90,2817,106387,49040613.00,
500039,BANCO PROD. ,B ,Q,579.70,582.80,572.60,574.65,579.65,574.50,837,11314,6533717.00,
500040,CENTURY TEXT,A ,Q,1218.65,1218.65,1178.10,1181.45,1179.30,1194.75,454,6639,7872201.00,
500041,BANNARI AMAN,B ,Q,2619.95,2619.95,2560.00,2580.00,2580.00,2608.75,133,621,1597566.00,
500042,BASF INDIA  ,A ,Q,2999.85,3010.00,2951.00,2985.20,2981.40,2979.35,272,1797,5371975.00,
500043,BATA INDIA  ,A ,Q,1619.95,1619.95,1590.85,1607.00,1605.55,1605.15,531,4915,7883003.00,
500048,BEML LTD    ,A ,Q,2385.10,2480.00,2374.55,2389.50,2389.50,2399.70,2416,25028,61039940.00,
500049,BHARAT ELECT,A ,Q,139.50,142.15,137.40,140.45,140.45,139.45,7622,774849,108580932.00,
500052,BHANSALI ENG,B ,Q,98.45,98.79,96.10,96.59,96.36,97.90,679,34886,3383931.00,
500058,BIHAR SPONGE,XT,Q,10.50,10.69,10.15,10.42,10.47,10.32,104,20460,209974.00,
500059,BINANI IND. ,T ,Q,16.76,16.76,16.76,16.76,16.76,17.10,4,710,11899.00,
500060,BIRLACABLE  ,B ,Q,272.50,275.20,270.20,271.05,272.05,271.25,209,4974,1350635.00,
500067,BLUE STAR   ,A ,Q,992.15,1023.95,985.00,1009.30,1009.30,977.00,2454,29130,29302932.00,
500068,DISA INDIA  ,B ,Q,12815.10,13729.00,12702.00,13398.20,13729.00,12995.85,78,844,11230427.00,
500069,QUESTCAP    ,X ,Q,266.95,272.00,262.00,263.45,262.00,267.00,49,1150,304952.00,
500074,BPL LTD.    ,T ,Q,87.30,87.30,85.85,85.85,85.85,87.60,95,14743,1270824.00,
500078,OAL         ,B ,Q,343.70,347.80,341.95,344.55,346.00,344.10,246,1694,583696.00,
500083,CENTURY EXT ,T ,Q,18.70,18.70,17.60,18.10,18.10,18.41,306,50121,898137.00,
500084,CESC LTD.   ,A ,Q,98.16,99.60,97.70,97.90,97.90,99.01,1459,217321,21406017.00,
500085,CHAMBAL FERT,A ,Q,311.05,312.35,307.10,308.70,309.00,310.85,1117,45019,13915973.00,
500086,EXIDE IND.  ,A ,Q,287.85,287.85,281.00,281.40,281.40,283.60,3488,143421,40648287.00,
500087,CIPLA LTD.  ,A ,Q,1193.95,1205.25,1178.55,1198.85,1198.85,1168.60,6348,174456,208541441.00,
500089,DIC INDIA   ,B ,Q,427.00,430.90,424.00,429.15,429.15,427.65,27,260,110546.00,
500092,CRISIL LTD  ,A ,Q,4359.95,4365.80,4289.15,4305.50,4296.40,4312.35,245,718,3099965.00,
500093,CGPOWER     ,A ,Q,467.05,472.05,427.50,429.05,429.05,459.20,9408,325595,144768432.00,
500096,DABUR (I)   ,A ,Q,540.50,542.00,536.30,537.20,537.20,539.90,880,15847,8542032.00,
500097,DALMIASUG   ,B ,Q,479.05,479.05,458.25,460.25,460.25,479.10,1625,25700,11982525.00,
500101,ARVIND Ltd  ,A ,Q,221.30,226.00,216.50,220.95,221.00,221.00,2431,87046,19170675.00,
500103,BHEL        ,A ,Q,143.85,155.30,142.30,152.25,152.25,142.75,53187,8348155,1260859318.00,
500104,HIND.PETRO  ,A ,Q,326.25,326.25,315.00,320.15,320.15,326.30,5885,407098,130064833.00,
500106,IFCI LTD    ,A ,Q,24.35,25.21,24.10,24.47,24.47,24.20,6787,5243693,129038198.00,
500108,MAHA.TELE   ,A ,Q,28.27,28.60,27.63,27.75,27.75,27.70,1947,626825,17569435.00,
500109,MRPL        ,A ,Q,114.75,121.00,113.50,118.95,118.95,114.20,6188,778772,91755999.00,
500110,CHENNAI PET.,A ,Q,606.00,614.50,594.15,599.10,599.15,600.75,1966,65533,39583224.00,
500112,STATE BANK  ,A ,Q,562.55,562.55,559.30,560.30,560.30,559.95,20024,808295,453073914.00,
500113,STEEL AUTH. ,A ,Q,89.84,90.60,89.08,89.18,89.18,89.87,5092,727804,65263560.00,
500114,TITAN       ,A ,Q,3407.25,3418.80,3383.30,3398.60,3398.60,3407.00,3044,16767,57002589.00,
500116,IDBI BANK L ,A ,Q,60.89,61.27,60.50,60.61,60.61,60.65,2613,492164,29938686.00,
500117,DCW LTD.    ,A ,Q,51.95,52.74,51.70,51.84,51.84,51.86,1323,171778,8941498.00,
500119,DHAMPUR SUGA,A ,Q,279.65,279.65,268.85,269.90,269.90,275.65,2166,89096,24219757.00,
500120,DIAMINES&CHM,B ,Q,526.10,535.00,525.05,529.55,525.20,524.50,939,5502,2914888.00,
500123,ELANTAS     ,B ,Q,7800.00,7878.00,7612.45,7840.65,7840.65,7743.80,117,599,4645137.00,
500124,DR.REDDY'S  ,A ,Q,5643.70,5754.05,5617.60,5642.95,5642.95,5643.65,1414,9234,52731448.00,
500125,E.I.D.PAR   ,A ,Q,535.05,542.60,522.25,536.45,536.45,531.65,2950,108556,57787741.00,
500126,PGHL        ,A ,Q,5108.80,5180.00,5108.80,5154.10,5165.50,5072.15,82,194,998743.00,
500128,ELEC.CASTING,A ,Q,108.46,113.75,107.00,112.32,112.32,108.45,3419,418597,46264252.00,
500133,ESAB INDIA  ,A ,Q,6055.35,6156.00,6055.35,6093.20,6080.05,6175.50,165,326,1992207.00,
500135,EPL         ,A ,Q,200.00,202.50,197.45,198.70,198.70,199.20,1096,44285,8853825.00,
500136,ESTER INDUS.,B ,Q,80.21,83.25,80.21,82.44,82.40,82.16,156,5732,473671.00,
500142,FGP LTD.    ,X ,Q,6.34,6.34,5.89,6.15,6.15,6.15,10,1692,10378.00,
500143,P.H.CAPITAL ,X ,Q,85.10,90.90,85.01,89.00,89.00,88.39,23,768,67018.00,
500144,FINOL. CABLE,A ,Q,919.95,928.20,915.00,922.95,924.95,914.15,599,10379,9584140.00,
500147,COCKERILL   ,X ,Q,3060.60,3097.90,3010.00,3017.10,3017.10,3072.90,231,2353,7136233.00,
500148,UFLEX LTD   ,A ,Q,460.00,460.00,446.55,447.95,449.00,454.60,852,13399,6038065.00,
500150,FOSECO INDIA,B ,Q,3440.00,3512.35,3371.55,3473.25,3472.80,3441.60,90,274,940044.00,
500151,GOLDEN TOB  ,Z ,Q,52.47,52.47,50.48,51.91,51.95,52.48,22,1068,55094.00,
500153,GANESH BENZO,B ,Q,154.95,157.45,154.65,156.00,155.85,155.05,139,5545,863525.00,
500159,METROGLOBL  ,X ,Q,102.00,104.65,101.00,104.00,104.00,103.00,61,5383,553104.00,
500160,GTL LTD.    ,T ,Q,8.13,8.13,8.13,8.13,8.13,8.29,75,37928,308354.00,
500163,GODFREY PH  ,A ,Q,2075.00,2079.85,2025.00,2034.70,2034.70,2063.60,524,2975,6063839.00,
500164,GODREJ IND  ,A ,Q,660.85,669.05,655.75,659.80,658.15,665.10,1052,9887,6533552.00,
500165,KANSAI NERO ,A ,Q,320.00,321.40,319.00,320.20,319.95,320.00,289,3453,1105806.00,
500166,GOODRICKE   ,X ,Q,191.80,193.75,188.30,190.40,190.70,191.55,114,10977,2093376.00,
500168,GOODYEAR (I),B ,Q,1309.90,1309.90,1290.00,1293.05,1293.05,1299.85,510,5069,6575054.00,
500170,GTN INDUS   ,X ,Q,37.55,42.00,37.00,38.64,38.95,37.32,236,34127,1337866.00,
500171,GHCL LTD    ,A ,Q,543.65,545.50,535.15,537.65,537.65,544.65,358,6656,3589718.00,
500173,GFLLIMITED  ,B ,Q,98.80,99.54,97.45,97.59,97.59,98.99,113,4502,443025.00,
500174,GUJ.LEASE   ,B ,Q,4.19,4.19,4.00,4.00,4.00,4.00,4,127,508.00,
500179,HCL INFOSYS ,B ,Q,17.48,17.59,16.90,16.95,16.95,17.26,861,235341,4035581.00,
