SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3930.00,3965.55,3847.50,3957.95,3955.00,3930.65,1702,7941,30975664.00,
500003,AEGIS LOGIS ,A ,Q,298.35,301.20,282.65,287.10,289.75,294.30,2563,52089,15080872.00,
500008,AMAR RAJA BA,A ,Q,607.15,611.00,599.00,604.85,604.85,610.75,7664,86428,52219566.00,
500009,A.SARABHAI  ,XT,Q,39.03,39.03,39.03,39.03,39.03,39.82,57,109154,4260280.00,
500012,ANDHRA PETRO,X ,Q,76.34,76.80,74.25,75.47,75.47,76.39,547,70452,5303220.00,
500014,UTIQUE      ,X ,Q,5.87,6.37,5.55,6.22,6.10,5.99,170,52133,308329.00,
500016,ARUNAHTEL   ,X ,Q,16.61,16.61,14.59,15.15,15.15,16.21,154,44472,663890.00,
500020,BOM DYEING  ,A ,Q,148.35,149.05,140.10,147.75,147.75,149.50,3299,351506,50827271.00,
500023,ASIANHOTNR  ,B ,Q,139.65,148.90,139.65,148.10,148.30,145.70,116,2433,351466.00,
500027,ATUL LTD.   ,A ,Q,6369.95,6369.95,6220.00,6240.25,6240.25,6339.10,790,1765,11030633.00,
500028,ATV PROJECTS,XT,Q,13.42,13.42,13.42,13.42,13.42,13.69,21,7147,95912.00,
500031,BAJAJ ELECT.,A ,Q,1039.75,1039.75,1006.75,1011.80,1016.85,1031.05,291,1591,1613871.00,
500032,BAJAJHIND   ,A ,Q,23.51,25.75,22.52,25.38,25.38,23.52,6820,3018274,72494198.00,
500033,FORCE MOTR  ,B ,Q,3191.00,3490.00,3181.40,3443.70,3443.70,3348.80,4744,56272,183758281.00,
500034,BAJFINANCE  ,A ,Q,7630.00,7652.75,7401.15,7421.15,7421.15,7693.35,5747,47611,355806917.00,
500038,BALRAM.CHINI,A ,Q,407.05,407.30,394.40,403.40,403.35,406.55,1802,63747,25502011.00,
500039,BANCO PROD. ,B ,Q,429.80,449.55,413.75,443.50,443.50,430.10,2876,33012,14018357.00,
500040,CENTURY TEXT,A ,Q,1082.30,1090.00,1050.75,1082.00,1087.00,1080.55,1132,14028,15016096.00,
500041,BANNARI AMAN,B ,Q,2605.00,2733.50,2570.00,2589.80,2589.80,2568.85,325,1393,3716370.00,
500042,BASF INDIA  ,A ,Q,2558.15,2558.15,2445.80,2499.90,2492.45,2507.95,78,282,698733.00,
500043,BATA INDIA  ,A ,Q,1570.15,1585.95,1550.05,1555.15,1555.15,1588.75,1697,9735,15219255.00,
500048,BEML LTD    ,A ,Q,1998.80,2016.10,1904.50,1969.80,1971.00,1998.80,3928,39785,77537544.00,
500049,BHARAT ELECT,A ,Q,129.80,130.20,127.00,129.05,129.05,131.20,14000,2151245,275010608.00,
500052,BHANSALI ENG,B ,Q,86.10,88.27,83.96,87.92,88.16,86.08,842,42243,3616629.00,
500058,BIHAR SPONGE,XT,Q,9.30,9.72,8.87,9.68,9.69,9.33,223,76795,695296.00,
500059,BINANI IND. ,T ,Q,15.25,15.25,14.70,14.70,14.70,15.00,5,565,8588.00,
500060,BIRLACABLE  ,B ,Q,290.20,305.00,276.45,297.55,300.25,291.00,2220,32622,9272483.00,
